sdtname,dtname,stname,number_of_cell_towers
Khumtai,Golaghat,ASSAM,1
Khurja,Bulandshahr,UTTAR PRADESH,1
Khusrupur,Patna,BIHAR,2
Kilvelur,Nagapattinam,TAMILNADU,1
Kiraoli,Agra,UTTAR PRADESH,1
Kochi,Ernakulam,KERALA,8
Kodaikanal,Dindigul,TAMILNADU,28
Kodungallur,Thrissur,KERALA,64
Kodur,Y.S.R.,ANDHRA PRADESH,3
Kohima Sadar,Kohima,NAGALAND,4
Koil,Aligarh,UTTAR PRADESH,4
Kokrajhar (Pt),Kokrajhar,ASSAM,3
Kolaras,Shivpuri,MADHYA PRADESH,2
Kolkata,South Twenty Four Parganas,WEST BENGAL,734
Kollam,Kollam,KERALA,9
Koratagere,Tumakuru,KARNATAKA,1
Korba,Korba,CHATTISGARH,9
Korisapadu,Prakasam,ANDHRA PRADESH,1
Kothagudem,Bhadradri Kothagudem,TELANGANA,1
Kothamangalam,Ernakulam,KERALA,1
Kotma,Anuppur,MADHYA PRADESH,2
Kotputli,Jaipur,RAJASTHAN,5
Kottayam,Kottayam,KERALA,4
Kotulpur,Bankura,WEST BENGAL,1
Kotwali,CENTRAL,DELHI,32
Kozhenchery,Pathanamthitta,KERALA,1
Kozhikode,Kozhikode,KERALA,59
Krishangarh,Solan,HIMACHAL PRADESH,4
Krishnagar - I,Nadia,WEST BENGAL,7
Krishnagiri,Krishnagiri,TAMILNADU,4
Kudligi,Ballari,KARNATAKA,17
Kulgam,Kulgam,JAMMU & KASHMIR,1
Kulithalai,Karur,TAMILNADU,2
Kullu,Kullu,HIMACHAL PRADESH,9
Kultali,South Twenty Four Parganas,WEST BENGAL,1
Kumargram,Alipurduar,WEST BENGAL,6
Kumbhalgarh,Rajsamand,RAJASTHAN,1
Kumta,Uttara Kannada,KARNATAKA,2
Kundapura,Udupi,KARNATAKA,12
Kundgol,Dharwad,KARNATAKA,2
Kunnam,Perambalur,TAMILNADU,1
Kunnathunad,Ernakulam,KERALA,1
Kuppam,Chittoor,ANDHRA PRADESH,1
Kurseong,Darjiling,WEST BENGAL,21
Kurud,Dhamtari,CHATTISGARH,2
Kurwai,Vidisha,MADHYA PRADESH,1
Kuthalam,Nagapattinam,TAMILNADU,1
LINGARAJ,Khordha,ODISHA,1
Ladpura,Kota,RAJASTHAN,77
Lakhandur,Bhandara,MAHARASHTRA,1
Lalsot,Dausa,RAJASTHAN,1
Lamphelpat,Imphal West,MANIPUR,9
Lamshang,Imphal East,MANIPUR,36
Lamshang,Imphal West,MANIPUR,1
Lar,Ganderbal,JAMMU & KASHMIR,8
Lingapalem,West Godavari,ANDHRA PRADESH,3
Lormi,Mungeli,CHATTISGARH,1
Lucknow,Lucknow,UTTAR PRADESH,11
Ludhiana (East),Ludhiana,PUNJAB,14
Ludhiana (West),Ludhiana,PUNJAB,232
Luni,Jodhpur,RAJASTHAN,1
Maddur,Mandya,KARNATAKA,4
Madurai North,Madurai,TAMILNADU,4
Madurai South,Madurai,TAMILNADU,1
Maduranthakam,Kancheepuram,TAMILNADU,1
Magrahat - I,South Twenty Four Parganas,WEST BENGAL,1
Magrahat - II,South Twenty Four Parganas,WEST BENGAL,3
Mahad,Raigarh,MAHARASHTRA,1
Maharajganj,Mahrajganj,UTTAR PRADESH,1
Maharajganj,Rae Bareli,UTTAR PRADESH,1
Mahesana,Mahesana,GUJARAT,4
Mahisadal,Purba Medinipur,WEST BENGAL,1
Mahoba,Mahoba,UTTAR PRADESH,1
Mainpuri,Mainpuri,UTTAR PRADESH,1
Mairang,West Khasi Hills,MEGHALAYA,1
Makhdumpur,Jehanabad,BIHAR,1
Mal,Jalpaiguri,WEST BENGAL,5
Malarna Doongar,Sawai Madhopur,RAJASTHAN,1
Malavalli,Mandya,KARNATAKA,1
Malerkotla,Sangrur,PUNJAB,1
Malikipuram,East Godavari,ANDHRA PRADESH,1
Malkajgiri,Rangareddy,TELANGANA,28
Manachanallur,Tiruchirappalli,TAMILNADU,1
Manali,Kullu,HIMACHAL PRADESH,7
Manapparai,Tiruchirappalli,TAMILNADU,35
Mancheswar,Khordha,ODISHA,3
Mandamarri,Adilabad,TELANGANA,2
Mandar,Ranchi,JHARKHAND,1
Mandi,Mandi,HIMACHAL PRADESH,17
Manesar,Gurgaon,HARYANA,23
Mangalore,Dakshina Kannada,KARNATAKA,10
Mangrol,Surat,GUJARAT,1
Manjlegaon,Bid,MAHARASHTRA,1
Manpur,Gaya,BIHAR,11
Manteswar,Purba Bardhaman,WEST BENGAL,1
Maredpalle,Hyderabad,TELANGANA,21
Margherita,Tinsukia,ASSAM,2
Marigaon,Morigaon,ASSAM,6
Marwan,Muzaffarpur,BIHAR,1
Masturi,Bilaspur,CHATTISGARH,2
Masuda,Ajmer,RAJASTHAN,2
Mathabhanga - II,Koch Bihar,WEST BENGAL,2
Mathavaram,Thiruvallur,TAMILNADU,1
Mathura,Mathura,UTTAR PRADESH,4
Mathurapur - I,South Twenty Four Parganas,WEST BENGAL,1
Matia,Goalpara,ASSAM,1
Matigara,Darjiling,WEST BENGAL,127
Mau,Chitrakoot,UTTAR PRADESH,1
Maunath Bhanjan,Mau,UTTAR PRADESH,2
Mawal,Pune,MAHARASHTRA,1
Medchal,Rangareddy,TELANGANA,6
Meenachil,Kottayam,KERALA,2
Meerut,Meerut,UTTAR PRADESH,16
Mehgaon,Bhind,MADHYA PRADESH,1
Mettupalayam,Coimbatore,TAMILNADU,4
Mhow,Indore,MADHYA PRADESH,11
Midnapore,Medinipur West,WEST BENGAL,22
Mirik,Darjiling,WEST BENGAL,1
Miryalaguda,Nalgonda,TELANGANA,3
Mirzapur,Mirzapur,UTTAR PRADESH,1
Modasa,Aravalli,GUJARAT,7
Model Town,NORTH,DELHI,139
Modinagar,Ghaziabad,UTTAR PRADESH,3
Moga,Moga,PUNJAB,18
Mohanlalganj,Lucknow,UTTAR PRADESH,2
Mohanpur,West Tripura,TRIPURA,13
Moinabad,Ranga Reddy,TELANGANA,5
Moradabad,Moradabad,UTTAR PRADESH,4
Morena,Morena,MADHYA PRADESH,7
Mormugao,South Goa,GOA,20
Motihari,Purba Champaran,BIHAR,1
Motunga,Dhenkanal,ODISHA,2
Mukundapuram,Thrissur,KERALA,4
Mulshi,Pune,MAHARASHTRA,2
Mumbai Suburban,Mumbai Suburban,MAHARASHTRA,1840
Munger,Munger,BIHAR,1
Murliganj,Madhepura,BIHAR,4
Murwara,Katni,MADHYA PRADESH,42
Musahri,Muzaffarpur,BIHAR,30
Musheerabad,Hyderabad,TELANGANA,22
Muvattupuzha,Ernakulam,KERALA,5
Muzaffarnagar,Muzaffarnagar,UTTAR PRADESH,1
Mylliem,East Khasi Hills,MEGHALAYA,14
Mysore,Mysuru,KARNATAKA,6
NALCO,Anugul,ODISHA,6
Nabadwip,Nadia,WEST BENGAL,8
Nabha,Patiala,PUNJAB,8
Nadiad,Kheda,GUJARAT,5
Nagaon,Nagaon,ASSAM,1
Nagar,Ahmadnagar,MAHARASHTRA,1
Nagina,Bijnor,UTTAR PRADESH,1
Nagpur (Rural),Nagpur,MAHARASHTRA,2
Nagpur (Urban),Nagpur,MAHARASHTRA,1
Nagri,Ranchi,JHARKHAND,7
Nahan,Sirmaur,HIMACHAL PRADESH,1
Naharlagun,Papum Pare,ARUNACHAL PRADESH,9
Najafgarh,South West,DELHI,145
Najibabad,Bijnor,UTTAR PRADESH,2
Nalagarh,Solan,HIMACHAL PRADESH,1
Nalgonda,Nalgonda,TELANGANA,1
Namchi,South District,SIKKIM,4
Namkum,Ranchi,JHARKHAND,117
Nampally,Hyderabad,TELANGANA,71
Nandankanan,Khordha,ODISHA,6
Nanded,Nanded,MAHARASHTRA,1
Nandgaon,Nashik,MAHARASHTRA,1
Nandigram - II,Purba Medinipur,WEST BENGAL,1
Nangal,Rupnagar,PUNJAB,10
Nanpara,Bahraich,UTTAR PRADESH,1
Naraingarh,Ambala,HARYANA,2
Narasaraopet,Guntur,ANDHRA PRADESH,2
Narayanpur,Lakhimpur,ASSAM,1
Narela,NORTH,DELHI,185
Narketpalle,Nalgonda,TELANGANA,1
Narnaul,Mahendragarh,HARYANA,1
Narsapur,Medak,TELANGANA,1
Nashik,Nashik,MAHARASHTRA,12
Nasirabad,Ajmer,RAJASTHAN,9
Nawada,Nawada,BIHAR,1
Nawagarh,Janjgir - Champa,CHATTISGARH,1
Nawalgarh,Jhunjhunun,RAJASTHAN,3
Nawanshahr,Shahid Bhagat Singh Nagar,PUNJAB,6
Nawda,Murshidabad,WEST BENGAL,1
Naxalbari,Darjiling,WEST BENGAL,7
Nazira,Sivasagar,ASSAM,2
Nedumangad,Thiruvananthapuram,KERALA,1
Nelamangala,Bengaluru Rural,KARNATAKA,1
Nellore,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,41
Neradigonda,Adilabad,TELANGANA,2
Nermand,Kullu,HIMACHAL PRADESH,1
Neturia,Puruliya,WEST BENGAL,1
Neyyattinkara,Thiruvananthapuram,KERALA,6
Nidadavole,West Godavari,ANDHRA PRADESH,1
Nihri,Mandi,HIMACHAL PRADESH,1
Nilagiri,Baleshwar,ODISHA,1
Nilakkottai,Dindigul,TAMILNADU,22
Niphad,Nashik,MAHARASHTRA,1
Nirmal,Adilabad,TELANGANA,1
Nirsa-Cum-Chirkunda,Dhanbad,JHARKHAND,1
Niwai,Tonk,RAJASTHAN,1
Niwali,Barwani,MADHYA PRADESH,4
Nizamabad,Azamgarh,UTTAR PRADESH,2
Nizamabad,Nizamabad,TELANGANA,7
North Guwahati (Pt),Kamrup Metropolitan,ASSAM,5
Nuzvid,Krishna,ANDHRA PRADESH,1
Omalur,Salem,TAMILNADU,2
Onda,Bankura,WEST BENGAL,1
Ondal,Paschim Bardhaman,WEST BENGAL,11
Ongole,Prakasam,ANDHRA PRADESH,7
Orathanadu,Thanjavur,TAMILNADU,1
Ormanjhi,Ranchi,JHARKHAND,6
Ottappalam,Palakkad,KERALA,23
Ozhukarai Taluk,Puducherry,PUDUCHERRY,4
Padra,Vadodara,GUJARAT,3
Pahalgam,Anantnag,JAMMU & KASHMIR,3
Pahar Ganj,Central,DELHI,68
Palakkad,Palakkad,KERALA,1
Palampur,Kangra,HIMACHAL PRADESH,1
Palanpur,Banas Kantha,GUJARAT,1
Palasbari,Kamrup Metropolitan,ASSAM,3
Palghar,Palghar,MAHARASHTRA,2
Pali,Pali,RAJASTHAN,2
Palwal,Palwal,HARYANA,1
Panagar,Jabalpur,MADHYA PRADESH,3
Panchkula,Panchkula,HARYANA,72
Panchla,Haora,WEST BENGAL,2
Pandhurna,Chhindwara,MADHYA PRADESH,2
Pandua,Hugli,WEST BENGAL,3
Panruti,Cuddalore,TAMILNADU,2
Panvel,Raigarh,MAHARASHTRA,131
Paonta Sahib,Sirmaur,HIMACHAL PRADESH,6
Pappireddipatti,Dharmapuri,TAMILNADU,1
Paradip,Jagatsinghapur,ODISHA,3
Paravur,Ernakulam,KERALA,2
Pardi,Valsad,GUJARAT,1
Parlakhemundi,Gajapati,ODISHA,1
Parliament Street,New Delhi,DELHI,76
Partur,Jalna,MAHARASHTRA,1
Patan,Durg,CHATTISGARH,7
Patel Nagar,West,DELHI,242
Pathankot,Pathankot,PUNJAB,8
Pathargama,Godda,JHARKHAND,1
Patiala,Patiala,PUNJAB,88
Patna Rural,Patna,BIHAR,277
Payal,Ludhiana,PUNJAB,3
Pedagantyada,Visakhapatnam,ANDHRA PRADESH,4
Peerumade,Idukki,KERALA,1
Pen,Raigarh,MAHARASHTRA,1
Penamaluru,Krishna,ANDHRA PRADESH,1
Pendurthi,Visakhapatnam,ANDHRA PRADESH,1
Pennagaram,Dharmapuri,TAMILNADU,3
Periyakulam,Theni,TAMILNADU,3
Phagwara,Kapurthala,PUNJAB,27
Phansidewa,Darjiling,WEST BENGAL,3
Phillaur,Jalandhar,PUNJAB,1
Phulpur,Prayagraj,UTTAR PRADESH,1
Phulwari,Patna,BIHAR,9
Pichhore,Gwalior,MADHYA PRADESH,3
Pilibhit,Pilibhit,UTTAR PRADESH,4
Pipili,Puri,ODISHA,1
Piro,Bhojpur,BIHAR,1
Poladpur,Raigarh,MAHARASHTRA,2
Polba - Dadpur,Hugli,WEST BENGAL,4
Polur,Tiruvannamalai,TAMILNADU,2
Ponda,South Goa,GOA,2
Ponnani,Malappuram,KERALA,3
Ponneri,Thiruvallur,TAMILNADU,4
Ponnur,Guntur,ANDHRA PRADESH,1
Poonamallee,Thiruvallur,TAMILNADU,1
Powayan,Shahjahanpur,UTTAR PRADESH,2
Preet Vihar,East,DELHI,192
Puducherry Taluk,Puducherry,PUDUCHERRY,3
Pulwama,Pulwama,JAMMU & KASHMIR,1
Punahana,Nuh,HARYANA,1
Pune City,Pune,MAHARASHTRA,21
Punjabi Bagh,West,DELHI,88
Puri (M),Puri,ODISHA,17
Purnahiya,Sheohar,BIHAR,1
Pusapatirega,Vizianagaram,ANDHRA PRADESH,1
Pushparajgarh,Anuppur,MADHYA PRADESH,3
Quilandy,Kozhikode,KERALA,59
Qutubullapur,Rangareddy,TELANGANA,20
Radhanpur,Patan,GUJARAT,2
Raghogarh,Guna,MADHYA PRADESH,1
Raghopur,Vaishali,BIHAR,1
Raghunathganj - II,Murshidabad,WEST BENGAL,1
Raghunathpur - I,Puruliya,WEST BENGAL,1
Raghurajnagar,Satna,MADHYA PRADESH,14
Raha,Nagaon,ASSAM,1
Rahta,Ahmadnagar,MAHARASHTRA,3
Rahuri,Ahmadnagar,MAHARASHTRA,5
Raichur,Raichur,KARNATAKA,5
Raigarh,Raigarh,CHATTISGARH,23
Raina - I,Purba Bardhaman,WEST BENGAL,1
Raipur,Pali,RAJASTHAN,1
Raipur,Raipur,CHATTISGARH,136
Raisen,Raisen,MADHYA PRADESH,3
Rajagangapur,Sundargarh,ODISHA,3
Rajahmundry (Urban),East Godavari,ANDHRA PRADESH,3
Rajakhera,Dhaulpur,RAJASTHAN,5
Rajapalayam,Virudhunagar,TAMILNADU,1
Rajarhat,North Twenty Four Parganas,WEST BENGAL,204
Rajendranagar,Ranga Reddy,TELANGANA,28
Rajganj,Jalpaiguri,WEST BENGAL,30
Rajgarh,Rajgarh,MADHYA PRADESH,3
Rajgarh,Sirmaur,HIMACHAL PRADESH,1
Rajnagar,Chhatarpur,MADHYA PRADESH,1
Rajnandgaon,Rajnandgaon,CHATTISGARH,4
Rajouri Garden,West,DELHI,135
Rajpura,Patiala,PUNJAB,17
Ramachandrapuram,Medak,TELANGANA,4
Ramgarh,Alwar,RAJASTHAN,2
Ramgarhwa,Purba Champaran,BIHAR,2
Rampur,Rampur,UTTAR PRADESH,1
Rampur,Shimla,HIMACHAL PRADESH,3
Rampur Baghelan,Satna,MADHYA PRADESH,2
Rampur Naikin,Sidhi,MADHYA PRADESH,3
Ranaghat - I,Nadia,WEST BENGAL,3
Ranaghat - II,Nadia,WEST BENGAL,11
Rangli Rangliot,Darjiling,WEST BENGAL,1
Raniganj,Paschim Bardhaman,WEST BENGAL,10
Raniganj,Pratapgarh,UTTAR PRADESH,2
Raninagar - I,Murshidabad,WEST BENGAL,1
Ranjal,Nizamabad,TELANGANA,1
Ranni,Pathanamthitta,KERALA,3
Ratlam,Ratlam,MADHYA PRADESH,12
Ratnagiri,Ratnagiri,MAHARASHTRA,3
Raurkela (ITS)P.S.,Sundargarh,ODISHA,12
Raurkela (M),Sundargarh,ODISHA,34
Raver,Jalgaon,MAHARASHTRA,1
Raxaul,Purba Champaran,BIHAR,1
Rayagada,Rayagada,ODISHA,9
Reasi,Reasi,JAMMU & KASHMIR,25
Regonda,Warangal,TELANGANA,1
Remuna,Baleshwar,ODISHA,1
Revelganj,Saran,BIHAR,2
Rewari,Rewari,HARYANA,5
Robertsganj,Sonbhadra,UTTAR PRADESH,2
Rohat,Pali,RAJASTHAN,1
Rohtak,Rohtak,HARYANA,2
Rohtas,Rohtas,BIHAR,1
Rudauli,Faizabad,UTTAR PRADESH,1
Rup Nagar,Rupnagar,PUNJAB,5
SAS Nagar (Mohali),Sahibzada Ajit Singh Nagar,PUNJAB,123
Sabbavaram,Visakhapatnam,ANDHRA PRADESH,1
Sadabad,Hathras,UTTAR PRADESH,1
Sadar,Kalahandi,ODISHA,1
Sadar,Puri,ODISHA,4
Sadar,Sambalpur,ODISHA,1
Sadar Bazar,CENTRAL,DELHI,52
Safipur,Unnao,UTTAR PRADESH,1
Sagar,Sagar,MADHYA PRADESH,14
Saheednagar,Khordha,ODISHA,3
Saidabad,Hyderabad,TELANGANA,12
Sainthia,Birbhum,WEST BENGAL,2
Salanpur,Paschim Bardhaman,WEST BENGAL,3
Salcete,South Goa,GOA,2
Salem,Salem,TAMILNADU,4
Salon,Amethi,UTTAR PRADESH,1
Samaguri,Nagaon,ASSAM,1
Samana,Patiala,PUNJAB,1
Samastipur,Samastipur,BIHAR,1
Samba,Samba,JAMMU & KASHMIR,17
Sambalpur (M),Sambalpur,ODISHA,10
Samudrapur,Wardha,MAHARASHTRA,1
Sanand,Ahmadabad,GUJARAT,1
Sanganer,Jaipur,RAJASTHAN,267
Sangareddy,Medak,TELANGANA,3
Sangrur,Sangrur,PUNJAB,4
Sankrail,Haora,WEST BENGAL,12
Sarangpur,Rajgarh,MADHYA PRADESH,1
Saraswati Vihar,North West,DELHI,417
Sardarpur,Dhar,MADHYA PRADESH,6
Saroornagar,Ranga Reddy,TELANGANA,1
Sarwan,Deoghar,JHARKHAND,1
Sasaram,Rohtas,BIHAR,1
Satyabadi,Puri,ODISHA,1
Satyavedu,Chittoor,ANDHRA PRADESH,1
Savli,Vadodara,GUJARAT,1
Sawai Madhopur,Sawai Madhopur,RAJASTHAN,2
Sawer,Indore,MADHYA PRADESH,9
Secunderabad,Hyderabad,TELANGANA,39
Seelam Pur,NORTH EAST,DELHI,37
Seema Puri,Shahdara,DELHI,38
Sehore,Sehore,MADHYA PRADESH,5
Seondha,Datia,MADHYA PRADESH,1
Serampur Uttarpara,Hugli,WEST BENGAL,84
Serilingampally,Ranga Reddy,TELANGANA,286
Shahapur,Thane,MAHARASHTRA,1
Shahdara,Shahdara,DELHI,11
Shahpur,Yadgir,KARNATAKA,2
Shahpura,Jaipur,RAJASTHAN,3
Shahuwadi,Kolhapur,MAHARASHTRA,3
Shaikpet,Hyderabad,TELANGANA,180
Shajapur,Shajapur,MADHYA PRADESH,10
Shamirpet,Rangareddy,TELANGANA,12
Shamshabad,Ranga Reddy,TELANGANA,17
Shimla   ( Rural ),Shimla,HIMACHAL PRADESH,119
Shivpuri,Shivpuri,MADHYA PRADESH,8
Sholinganallur,Kancheepuram,TAMILNADU,4
Shopian,Shupiyan,JAMMU & KASHMIR,1
Shyampur - I,Haora,WEST BENGAL,2
Sibsagar,Sivasagar,ASSAM,2
Sidli (Pt),Chirang,ASSAM,1
Sihor,Bhavnagar,GUJARAT,13
Sikandra,Kanpur Dehat,UTTAR PRADESH,1
Sikandra Rao,Hathras,UTTAR PRADESH,1
Sikar,Sikar,RAJASTHAN,4
Simri Bakhtiarpur,Saharsa,BIHAR,2
Singarayakonda,Prakasam,ANDHRA PRADESH,2
Singrauli,Singrauli,MADHYA PRADESH,7
Singur,Hugli,WEST BENGAL,39
Sinnar,Nashik,MAHARASHTRA,4
Sipajhar,Darrang,ASSAM,2
Sironj,Vidisha,MADHYA PRADESH,1
Siruguppa,Ballari,KARNATAKA,1
Sitalkuchi,Koch Bihar,WEST BENGAL,1
Siwan,Siwan,BIHAR,1
Siwana,Barmer,RAJASTHAN,1
Sohna,Gurgaon,HARYANA,21
Solan,Solan,HIMACHAL PRADESH,7
Solapur North,Solapur,MAHARASHTRA,2
Sonamukhi,Bankura,WEST BENGAL,2
Sonapur,Kamrup Metropolitan,ASSAM,2
Sonapur,Subarnapur,ODISHA,1
Sonarpur,South Twenty Four Parganas,WEST BENGAL,270
Sonepur,Saran,BIHAR,7
Sonipat,Sonipat,HARYANA,10
Sopore,Baramula,JAMMU & KASHMIR,1
Soreng,West District,SIKKIM,2
Sri Madhopur,Sikar,RAJASTHAN,4
Srikalahasti,Chittoor,ANDHRA PRADESH,2
Srinagar (South),Srinagar,JAMMU & KASHMIR,34
Sriperumbudur,Kancheepuram,TAMILNADU,7
Srirangam,Tiruchirappalli,TAMILNADU,10
Sulur,Coimbatore,TAMILNADU,1
Sumerpur,Pali,RAJASTHAN,1
Sundargarh Town,Sundargarh,ODISHA,2
Sundarnagar,Mandi,HIMACHAL PRADESH,12
Surankote,Punch,JAMMU & KASHMIR,1
Surat City,Surat,GUJARAT,27
Sutahata,Purba Medinipur,WEST BENGAL,2
Suti - I,Murshidabad,WEST BENGAL,3
Tada,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,1
Tadepalle,Guntur,ANDHRA PRADESH,3
Tadpatri,Anantapur,ANDHRA PRADESH,3
Takhatpur,Bilaspur,CHATTISGARH,2
Talaja,Bhavnagar,GUJARAT,5
Talappilly,Thrissur,KERALA,5
Talcher Sadar,Anugul,ODISHA,4
Taliparamba,Kannur,KERALA,15
Talode,Nandurbar,MAHARASHTRA,2
Tamando,Khordha,ODISHA,5
Tamar I,Ranchi,JHARKHAND,1
Tambaram,Kancheepuram,TAMILNADU,7
Tamnar,Raigarh,CHATTISGARH,3
Tandur,Rangareddy,TELANGANA,1
Tangi,Cuttack,ODISHA,3
Tangmarg,Baramula,JAMMU & KASHMIR,9
Tangutur,Prakasam,ANDHRA PRADESH,5
Tanuku,West Godavari,ANDHRA PRADESH,2
Tarapur,Munger,BIHAR,3
Teghra,Begusarai,BIHAR,1
Telhara,Akola,MAHARASHTRA,1
Tenkasi,Tirunelveli,TAMILNADU,1
Thakurpukur Mahestola,South Twenty Four Parganas,WEST BENGAL,96
Thalassery,Kannur,KERALA,7
Thane,Thane,MAHARASHTRA,617
Thanjavur,Thanjavur,TAMILNADU,1
Tharangambadi,Nagapattinam,TAMILNADU,1
Thasra,Kheda,GUJARAT,2
Thelkoloi,Sambalpur,ODISHA,4
Theog,Shimla,HIMACHAL PRADESH,3
Thipparthi,Nalgonda,TELANGANA,1
Thorrur,Warangal,TELANGANA,4
Thoubal,Thoubal,MANIPUR,2
Thrissur,Thrissur,KERALA,4
Thullur,Guntur,ANDHRA PRADESH,2
Tijara,Alwar,RAJASTHAN,26
Tirora,Gondiya,MAHARASHTRA,1
Tiruchirappalli,Tiruchirappalli,TAMILNADU,5
Tirumalagiri,Hyderabad,TELANGANA,18
Tirunelveli,Tirunelveli,TAMILNADU,2
Tirupati (Urban),Chittoor,ANDHRA PRADESH,8
Tiruppur,Tiruppur,TAMILNADU,1
Tirur,Malappuram,KERALA,2
Tiruvadanai,Ramanathapuram,TAMILNADU,2
Tiruvannamalai,Tiruvannamalai,TAMILNADU,2
Tittakudi,Cuddalore,TAMILNADU,2
Tlangnuam (Part),Kolasib,MIZORAM,11
Tohana,Fatehabad,HARYANA,1
Topchanchi,Dhanbad,JHARKHAND,1
Tosham,Bhiwani,HARYANA,1
Tumkur,Tumakuru,KARNATAKA,1
Tumsar,Bhandara,MAHARASHTRA,1
Tuni,East Godavari,ANDHRA PRADESH,1
Tupran,Medak,TELANGANA,6
Turkaulia,Purba Champaran,BIHAR,1
Udhampur,Udhampur,JAMMU & KASHMIR,13
Ujiarpur,Samastipur,BIHAR,1
Ujjain,Ujjain,MADHYA PRADESH,62
Ulhasnagar,Thane,MAHARASHTRA,10
Uluberia - I,Haora,WEST BENGAL,31
Uluberia - II,Haora,WEST BENGAL,11
Umbergaon,Valsad,GUJARAT,3
Umling,Ribhoi,MEGHALAYA,1
Umred,Nagpur,MAHARASHTRA,1
Una,Una,HIMACHAL PRADESH,1
Unchahara,Satna,MADHYA PRADESH,1
Uppal,Rangareddy,TELANGANA,14
Uran,Raigarh,MAHARASHTRA,8
Vadakara,Kozhikode,KERALA,3
Vadipatti,Madurai,TAMILNADU,1
Vadodara,Vadodara,GUJARAT,31
Vaikom,Kottayam,KERALA,7
Vallabhipur,Bhavnagar,GUJARAT,2
Varadaiahpalem,Chittoor,ANDHRA PRADESH,6
Varanasi,Varanasi,UTTAR PRADESH,5
Vasai,Palghar,MAHARASHTRA,11
Vasant Vihar,NEW DELHI,DELHI,266
Vedasandur,Dindigul,TAMILNADU,19
Vellore,Vellore,TAMILNADU,3
Vemulapalle,Nalgonda,TELANGANA,1
Vemulawada,Rajanna Sircilla,TELANGANA,2
Venkatachalam,Sri Potti Sriramulu Nellore,ANDHRA PRADESH,1
Vicarabad,Rangareddy,TELANGANA,1
Vidisha,Vidisha,MADHYA PRADESH,18
Vijayawada (Rural),Krishna,ANDHRA PRADESH,3
Vijayawada (Urban),Krishna,ANDHRA PRADESH,2
Vikas Nagar,Dehradun,UTTARAKHAND,1
Vinukonda,Guntur,ANDHRA PRADESH,1
Virudhachalam,Cuddalore,TAMILNADU,2
Visakhapatnam (Rural),Visakhapatnam,ANDHRA PRADESH,1
Visakhapatnam (Urban),Visakhapatnam,ANDHRA PRADESH,43
Vissannapet,Krishna,ANDHRA PRADESH,1
Vivek Vihar,Shahdara,DELHI,30
Vizianagaram,Vizianagaram,ANDHRA PRADESH,1
Vyara,Tapi,GUJARAT,1
Wangoi,Imphal West,MANIPUR,1
Warangal,Warangal,TELANGANA,4
Wardha,Wardha,MAHARASHTRA,1
Warora,Chandrapur,MAHARASHTRA,1
Yadgir,Yadgir,KARNATAKA,2
Zamania,Ghazipur,UTTAR PRADESH,1
